30/09/2019|Oil recovers from 2-week low; US-China trade war caps gains
27/09/2019|Oil prices head for big weekly loss as supply fears wane
27/09/2019|Crude oil futures up on global cues
27/09/2019|Fuel price today: Petrol touches Rs 80/ltr, diesel Rs 70.55 in Mumbai
26/09/2019|Crude oil futures up on global cues
26/09/2019|Crude Oil prices are expected to trade sideways today: Angel Commodities
26/09/2019|Fuel price today: Prices rise again; petrol at Rs 79.85/ltr, diesel at Rs 70.44/ltr in Mumbai
25/09/2019|Crude oil futures fall on low demand
25/09/2019|Fuel price today: Petrol, diesel price stable on September 25, first time in eight days
25/09/2019|Petrol prices around the world: One country offers free petrol to residents
24/09/2019|Crude oil futures fall on low demand
24/09/2019|Fuel price today: Petrol price jumps to Rs 79.79/ltr, diesel at Rs 70.37/ltr in Mumbai
24/09/2019|Oil slips as focus shifts from Saudi supply to global demand concerns
23/09/2019|India's August crude imports highest in 4-months, fuel imports peak
23/09/2019|Oil falls below $64 on prospects for Saudi output restart, economic concerns
23/09/2019|Crude oil futures up on global cues
23/09/2019|Oil rallies on Middle East tensions, stocks weighed by trade remarks
22/09/2019|Petrol price jumps Rs 1.59/ltr, diesel Rs 1.31/ltr after Saudi oil attacks
21/09/2019|Oil slips on trade fears but soars in week after Saudi production attacked
20/09/2019|Crude oil futures fall on low demand
20/09/2019|Tensions in Middle East hoist oil prices to largest weekly gain for months
20/09/2019|Crude Oil prices are expected to trade higher today: Angel Commodities
19/09/2019|Oil prices rise as Saudi supply risks come into focus
19/09/2019|Crude oil futures up on spot demand
19/09/2019|Oil prices edge up after turbulent week as Saudi Arabia reassures on output
19/09/2019|The price you pay for petrol: Here's how it is calculated
18/09/2019|Crude oil futures fall on global cues
18/09/2019|Petrol, diesel price today: Fuel rates raised the most since Budget
17/09/2019|Oil drops sharply as Saudi output seen returning soon after attacks
17/09/2019|Saudi Aramco to delay some of PetroChina's October oil loadings: Source
17/09/2019|Major supply disruption could result in much higher oil prices
17/09/2019|Crude Oil  prices are expected to trade higher today: Angel Commodities
16/09/2019|Editor's Take \| Impact of Aramco drone attack on India’s oil supply
16/09/2019|OPEC says too early for any action on oil after Saudi attacks
16/09/2019|Commodities@moneycontrol \| 3 factors that could affect the price of crude oil
16/09/2019|Crude oil futures up on global cues
16/09/2019|Oil prices soar more than 10% after Saudi plant attacks
15/09/2019|Drone attack on Saudi plants may lift oil prices by $5-7/bbl; IOC, HPCL, BPCL, GAIL in focus
14/09/2019|Oil dips as demand concerns counter US-China trade hopes
13/09/2019|Crude oil futures up on spot demand
13/09/2019|Oil declines on global demand worries despite hopes on trade talks
12/09/2019|Crude oil futures fall on low demand
11/09/2019|Oil prices gain after US inventories fall
11/09/2019|Crude oil futures up on global cues
11/09/2019|Oil prices gain after bigger-than-expected fall in US stockpiles
10/09/2019|Oil rises on expectations of extended output cuts
10/09/2019|Oil hits six-week high on hopes of extended OPEC output cuts
10/09/2019|Oil rises on hopes of extended OPEC production cuts
09/09/2019|Oil gets boost as new Saudi minister commits to output cuts
09/09/2019|Commodities@Moneycontrol \| OPEC’s share in global crude market down by 5% since 2012
09/09/2019|Crude oil futures up on global cues
09/09/2019|Oil Search woes in Papua New Guinea throw spotlight on Alaska
06/09/2019|Commodities@Moneycontrol \| Crude oil prices holding above $60 per barrel
06/09/2019|Crude oil futures decline on weak trend overseas
06/09/2019|Oil prices edge higher, set for weekly gain amid trade optimism
05/09/2019|Oil rises to $61 on trade hopes; US inventories eyed
05/09/2019|India's duty hike blunts appetite for refined Malaysian palm oil
05/09/2019|Crude oil futures fall 1.01% on global cues
05/09/2019|Oil prices rise after US confirms trade talks with China to start
04/09/2019|Crude oil prices up on firm global cues
04/09/2019|Oil prices recover some ground, but economic concerns weigh
03/09/2019|Oil drops 2% as trade war rumbles on and output swells
03/09/2019|Crude oil futures up on global cues
03/09/2019|Oil prices mixed as market eyes trade war, awaits stocks data
02/09/2019|Oil falls as US, China add more tariffs in trade war
30/08/2019|Oil prices fall but set for weekly gain as trade row rhetoric eases
30/08/2019|Crude oil futures decline on global cues
30/08/2019|Oil prices dip but set for solid weekly gains
29/08/2019|Brent oil holds above $60 as lower inventories boost WTI
29/08/2019|Crude Oil prices are expected to trade lower today: Angel Commodities
29/08/2019|Oil prices pegged back by mounting concern over US economy
28/08/2019|Crude oil futures up on global cues
28/08/2019|Oil gains, led by US crude, as recession worries ease
27/08/2019|Oil up 1% as hopes grow for US-China trade breakthrough
27/08/2019|Commodities@Moneycontrol \| OPEC to review crude oil in global markets on Sept 12
27/08/2019|Crude oil futures up on global cues
27/08/2019|Oil rises as US-China trade comments calm markets
26/08/2019|Oil rises on hopes of easing US-China trade tension
26/08/2019|Crude oil futures up on domestic cues
26/08/2019|'Crude oil supply tightness to support prices'
26/08/2019|Oil falls as trade war raises recession fears
23/08/2019|Oil prices slide as US-China trade war escalates
23/08/2019|Oil prices eke out small gains ahead of Fed Chair speech
22/08/2019|Oil rises further above $60, Jackson Hole summit in focus
22/08/2019|Crude oil futures fall 0.52% on weak global cues
22/08/2019|Oil inches higher after US crude stocks drawdown, economic worries weigh
21/08/2019|Oil up over 1%, buoyed by US stock drawdown
21/08/2019|International waterways won't be as safe if Iran oil exports cut to zero: Hassan Rouhani
21/08/2019|Crude oil futures gain on firm global cues
21/08/2019|Brent oil futures climb above $60 on US inventory draw
20/08/2019|Crude oil futures up on positive cues
20/08/2019|Oil prices slip, but supported by hopes trade tensions could ease
19/08/2019|Crude oil futures up on positive cues
19/08/2019|Crude Oil prices are expected to higher today: Angel Commodities
19/08/2019|Oil prices climb after Saudi oilfield attack, but recession worries drag
17/08/2019|Oil rises alongside equities, but downbeat OPEC outlook caps gains
16/08/2019|OPEC sees bearish oil outlook for rest of 2019, points to 2020 surplus
16/08/2019|Crude oil futures up on positive cues
16/08/2019|Oil rises as US retail sales ease recession fears
14/08/2019|Oil prices fall on weak economic data from Europe and China
14/08/2019|Crude oil futures fall on weak global cues
14/08/2019|Oil prices drop on weak China economic data, US stocks rise
13/08/2019|Oil rises on talk of more OPEC cuts, demand concerns linger
13/08/2019|Oil prices slip as demand concerns outweigh efforts to curb supply
12/08/2019|Oil rises despite fears of a global economic downturn
12/08/2019|Oil slips as demand outlook, trade dispute weigh
10/08/2019|Oil rises on European stock draw despite demand slowdown forecast
09/08/2019|Crude oil futures up on positive cues
09/08/2019|Crude Oil prices are expected to trade sideways today: Angel Commodities
09/08/2019|Oil dips amid trade worries, but expectations of more OPEC cuts support
08/08/2019|Oil jumps on expectations producers may cut supply after 4% slump
07/08/2019|Crude oil futures fall on weak global cues
06/08/2019|Crude oil futures dip 0.03% on muted demand
06/08/2019|Oil prices rise, escalating US-China trade war caps gains
05/08/2019|Crude oil futures fall on global cues
05/08/2019|Oil prices drop as US-China trade war fuels growth concerns
02/08/2019|Crude oil prices up on firm global cues
02/08/2019|Saudi Arabia may cut crude oil prices to Asia in September
02/08/2019|Oil prices rebound after Trump trade tariffs trigger plunge
01/08/2019|Oil drops below $65 on Fed outlook, ample supply
01/08/2019|Oil slips 1% after Fed disappoints, US crude output rises
30/07/2019|Oil prices up on expectations of Fed rate cut
30/07/2019|Crude oil prices up on global cues
30/07/2019|Crude Oil prices are expected to trade higher today: Angel Commodities
30/07/2019|Oil prices rise amid expectations that US Fed will cut rates
29/07/2019|Oil falls after \"constructive\" talks on Iran's nuclear deal
26/07/2019|Crude oil futures fall 0.33% on profit booking
26/07/2019|Oil prices may witness a hike in the coming period
26/07/2019|Oil drops after poll points to slower global growth
25/07/2019|Saudi's Falih says to expand pipeline to reduce oil exports via Gulf
25/07/2019|Oil rises on Iran tensions, US inventory decline
25/07/2019|Crude oil futures fall 0.77% on weak global cues
25/07/2019|Oil advances as markets eye Middle East worries, but weak demand outlook caps gains
24/07/2019|Crude oil futures up on global cues
24/07/2019|Crude Oil prices are expected to trade lower today: Angel Commodities
24/07/2019|Oil edges higher on US inventory decline, escalating Mideast tensions
23/07/2019|India's June crude oil imports fall to more than two-year low
23/07/2019|Oil slips to around $63 as Iran concerns fades for now
23/07/2019|Crude oil up 0.28% on upbeat global cues
23/07/2019|Oil inches up amid Middle East tensions; frail demand outlook caps gains
22/07/2019|Oil outlook sours as sanctions, global tensions fail to bring out bulls
22/07/2019|Crude oil futures up on spot demand
22/07/2019|Palm oil gains on stronger overnight US soyoil, India import outlook
22/07/2019|Oil gains as Gulf tanker seizure raises tensions
19/07/2019|Oil steadies as Middle East tensions counter demand worries, set for weekly fall
19/07/2019|China's Tsingshan roils nickel market with buying spree
19/07/2019|Crude oil futures gain on firm global cues
19/07/2019|Crude Oil prices are expected to trade lower today: Angel Commodities
19/07/2019|IEA says does not expect 'huge increase' in crude prices
19/07/2019|Oil jumps, Brent up more than 2% after US Navy downs Iranian drone
18/07/2019|Saudi Arabia crude exports drop to 6.94 million bpd in May: JODI
18/07/2019|Crude futures steady after fall on US oil products stocks gain
17/07/2019|Oil prices regain little ground lost in previous session
16/07/2019|Crude oil futures fall 0.22% on weak global cues
16/07/2019|Oil steady as US resumes Gulf of Mexico output amid signs of further supply
15/07/2019|Oil prices rise on Chinese economic data
15/07/2019|Crude Oil prices are expected to trade lower today: Angel Commodities
15/07/2019|Oil prices edge lower as China's GDP growth slows
12/07/2019|Oil prices firm on tropical storm and geopolitical tensions
12/07/2019|Crude oil prices rise on upbeat global cues
12/07/2019|Oil prices rise amid Gulf of Mexico storm, Middle East tensions
11/07/2019|Oil hits six-week high on Gulf of Mexico storm, Iran tensions
11/07/2019|Crude oil futures up 0.8% on global cues
11/07/2019|Oil hits six-week high as storm builds in Gulf of Mexico
11/07/2019|US oil hits highest in over a month amid Gulf of Mexico storm, Iran tensions
10/07/2019|OPEC+ oil deal will lower inventories and stabilise prices: Iraqi oil minister
10/07/2019|Crude oil futures up on global cues
10/07/2019|Oil prices rise as data shows bigger-than-expected fall in US  stockpiles
10/07/2019|Oil rises more than 1% after US stockpile drop; Brent nears $65
09/07/2019|Oil prices ease as trade disputes outweigh supply concerns
08/07/2019|Oil steadies as demand concern counters Middle East tensions
08/07/2019|'Crude oil to be volatile this week on global geopolitical tensions'
08/07/2019|Oil prices tread water as market eyes global risks
05/07/2019|Crude oil futures fall 0.15% on global cues
05/07/2019|Crude Palm oil prices to trade sideways to lower: Angel Commodities
05/07/2019|Crude oil prices fall 1% on fears for global economy
04/07/2019|Crude oil futures bounce 0.81% on weak global cues
04/07/2019|Oil prices fall a sign of slowing US demand, economic concerns
03/07/2019|Oil prices steady on extended supply cuts, US stocks draw
02/07/2019|Oil dips on demand worries even as OPEC, allies extend cuts
02/07/2019|Commodities@Moneycontrol \| Crude at 6-week high
01/07/2019|Oil prices jump over 2% as OPEC set to extend supply cuts
30/06/2019|Gold and crude oil, in a surprise move, finish H1 in a style
28/06/2019|Crude futures down 0.61% in evening trade
28/06/2019|Commodities@Moneycontrol \|Crude oil prices decline ahead of G20 summit
28/06/2019|Crude oil futures soften on weak global cues
28/06/2019|Asia's Iran oil imports fall to lowest in at least five years in May
28/06/2019|Oil prices fall as market awaits G20, OPEC meeting
27/06/2019|OPEC set for rollover, may discuss deeper oil curbs: Iraq
27/06/2019|Crude futures down over 1% in evening trade
27/06/2019|Crude oil futures fall on global cues
27/06/2019|Oil prices fall, shrugging off US inventory drop, amid G20 uncertainty
26/06/2019|Crude oil futures up 1.59% on firm demand
26/06/2019|Oil prices jump as US crude stocks fall, Middle East worries add support
25/06/2019|Oil prices tick up ahead of US crude stock data
25/06/2019|Crude oil futures up on positive cues
25/06/2019|Oil prices drop amid demand worries, but US-Iran tensions support
24/06/2019|Oil falls on demand concerns after gains on Mideast tensions
24/06/2019|Filling Iran oil gap in India: US supplies outshine Middle East crude
24/06/2019|Crude oil futures rise 0.82% on global cues
24/06/2019|Crude Oil prices are expected to trade higher today: Angel Commodities
24/06/2019|Oil prices rise as Middle East tensions simmer
23/06/2019|Crude oil strengthens on expectation over OPEC deal extension; geopolitical tension looms large
21/06/2019|India expresses concern over rising oil prices following developments in Strait of Hormuz
21/06/2019|Oil prices dip, still set for weekly gains amid MidEast tensions, rate cut hopes
20/06/2019|Crude oil futures up 2.52% on firm demand
20/06/2019|Oil prices climb on improving US demand signs, OPEC agrees to meeting date
19/06/2019|Crude oil futures up 1.15% on positive demand
19/06/2019|Oil gains amid Middle East tensions, US-China trade deal hopes
18/06/2019|Oil soars 4% on hopes US-China trade talks resume, Mideast tension
18/06/2019|Crude oil futures fall on weak global cues
18/06/2019|Oil prices hold steady amid Middle east tensions, weak economic data
17/06/2019|Oil prices slip as economic worries outweigh tanker tensions
17/06/2019|Crude oil futures fall on weak global cues
17/06/2019|Oil rises on tensions after Middle East tanker attacks
15/06/2019|With all eyes on Fed policy, G-20 meet, gold to shine; oil on the boil ahead of OPEC meet
14/06/2019|Crude oil futures fall on global cues
14/06/2019|Crude Palm oil prices to trade sideways to lower: Angel Commodities
14/06/2019|Oil prices ease, but Middle East tanker attacks support
13/06/2019|OPEC cuts 2019 oil demand growth forecast, sees more downside risk
13/06/2019|Oil extends decline after slump on high inventories, demand outlook
12/06/2019|Oil prices down more than 2% on US inventories, demand worries
12/06/2019|Crude oil futures fall on weak global cues
12/06/2019|Oil falls 1% on weaker oil demand growth, surprise gain in US crude stocks
11/06/2019|Crude oil futures fall Rs 11 on weak global cues
10/06/2019|Oil price could fall to $30 if global deal not extended: Alexander Novak
10/06/2019|Crude oil futures climb 1.53% on global cues
10/06/2019|Crude Oil prices are expected to trade higher today: Angel Commodities
10/06/2019|Crude oil to remain rangebound; buy gold on dips: Reliance Commodities
10/06/2019|Oil rises as Saudi Arabia sees producers sticking with ongoing supply cuts
08/06/2019|Crude oil to be quite volatile ahead of OPEC meeting
07/06/2019|Crude oil futures up 3.88% on global cues
06/06/2019|Oil prices firm but concerns grow about demand
06/06/2019|Crude oil futures fall on low demand
06/06/2019|Crude Palm oil prices to trade sideways to lower: Angel Commodities
06/06/2019|Oil stutters at over four-month low on rising US supply, demand fears
05/06/2019|Oil prices fall on rise in US inventories, supply worries
04/06/2019|Crude oil futures fall 0.51% on weak global cues
04/06/2019|Oil prices fall amid economic slowdown, despite ongoing OPEC supply cuts
03/06/2019|Oil prices rebound on Saudi supply reassurances
03/06/2019|Oil prices steady, caught between Saudi supply reassurances and trade fears
03/06/2019|Crude oil futures fall 2.28% on weak global cues
03/06/2019|Oil prices slide as trade wars roil financial markets
31/05/2019|Oil poised for biggest monthly drop in six months on trade wars
30/05/2019|Brent falls on trade war worries, tight oil market supports
30/05/2019|Crude oil futures gain on firm global cues
30/05/2019|Oil prices rise on fall in US crude stocks, but trade war worries cap gains
30/05/2019|Oil prices rise after bigger-than-expected fall in US inventories
29/05/2019|Oil drops as trade war concerns outweigh supply disruptions
28/05/2019|Oil edges up as supply remains tight, helping offset trade woes
28/05/2019|Crude oil prices trade on mixed note
28/05/2019|Brent oil firms above $70 as OPEC cuts and sanctions outweigh economic concerns
27/05/2019|'Expect Brent crude oil to trade in $66-70/barrel range for the week'
27/05/2019|Crude oil futures fall 0.22% on weak global cues
27/05/2019|Oil prices stable amid OPEC supply cuts, but US-China trade war drags
24/05/2019|India stopped purchasing Iranian oil after US waivers expired: Envoy
24/05/2019|Crude oil prices up 1.07% on upbeat global cues
24/05/2019|Oil bounces back, but markets remain fragile amid trade disputes
23/05/2019|Oil slumps 5%, US crude at its cheapest since March
23/05/2019|Oil continues slide on US crude stockpiles surge
23/05/2019|Oil prices fall on surging US crude stockpiles, economic concerns
22/05/2019|Oil prices down on swelling US stockpiles, demand concerns
22/05/2019|Crude oil futures slip 0.97% on weak global cues
22/05/2019|Oil slides on rising US crude stockpiles, Saudi vow to keep market balanced
21/05/2019|Crude oil futures up on positive cues
21/05/2019|Oil rises on escalating US-Iran tensions; trade war concerns weigh
20/05/2019|Crude oil futures rise 0.23% as investors widen position
20/05/2019|Oil surges after OPEC indicates it will maintain output cuts
19/05/2019|Crude oil: Geopolitical issues keeping traders guessing
18/05/2019|Not trade war, but Middle East tensions keeping crude oil prices high
17/05/2019|Oil lifted to $73 by real and threatened supply cuts
17/05/2019|Crude oil futures up amid positive global cues
16/05/2019|Saudi Arabia accuses Iran of ordering drone attack on oil pipeline
16/05/2019|Crude oil futures rise 0.25% on global cues
16/05/2019|Oil rises for a third day amid escalating Mideast tensions
16/05/2019|Commodity Strategy: Sell crude oil on rise in the range of Rs 4,350-4,360/bbl
15/05/2019|Saudi Arabia says oil facility attacks target world supplies
15/05/2019|Crude oil prices decline 1.13% on global cues
15/05/2019|Oil prices ease on surprise rise in US stockpiles, but Middle East tensions support
14/05/2019|OPEC sees more 2019 demand for its oil as it keeps cutting output
14/05/2019|India to decide on resuming Iranian oil buy after elections: government source
14/05/2019|MCX crude oil options register turnover of Rs 716 crore
14/05/2019|Oil prices jump on drone attack on Saudi Aramco facilities
14/05/2019|Asia's spot oil prices rise to multi-year highs on tight supply
14/05/2019|Crude oil slips 0.02% on subdued domestic cues
14/05/2019|Oil prices edge up, but US-China trade tensions cap gains
13/05/2019|Oil supply crunch to test OPEC's spare capacity
13/05/2019|Oil prices rise after Middle East tanker attacks
13/05/2019|Asia's refiners brace for surge in spot oil prices on tight supply
13/05/2019|Factbox: Strait of Hormuz - the world's most important oil artery
13/05/2019|Crude oil futures rise 0.6% on positive cues
13/05/2019|Oil prices mixed amid US-China trade impasse
10/05/2019|Oil prices set for weekly fall as US-China trade tensions weigh
10/05/2019|Crude oil futures rise 0.44% as investors widen position
10/05/2019|Oil rallies on hopes for US-China trade deal
09/05/2019|Oil down as US-China trade fears outweigh inventory drop
09/05/2019|Crude oil declines 0.67% on subdued global trend
09/05/2019|Crude Oil prices are expected to trade lower today: Angel Commodities
09/05/2019|Oil falls on trade dispute despite surprise drop in US crude inventories
08/05/2019|Oil jumps 1% after surprise fall in US crude inventories
08/05/2019|Oil rises amid US sanctions, surging China crude imports
07/05/2019|Oil slips by 1% as US-China trade war intensifies
07/05/2019|India's oil imports from Iran down 57% in April: Report
07/05/2019|Crude oil futures slip 0.53% on weak global cues
07/05/2019|Oil prices under pressure from US-China trade dispute, market remains tense
06/05/2019|Oil prices fall after Trump's tariff threat against China
06/05/2019|Crude Oil prices are expected to trade lower today: Angel Commodities
06/05/2019|Oil prices tumble by more than 2% after Donald Trump announces new tariffs on Chinese goods
06/05/2019|Oil prices tumble by more than 2 percent after Trump announces new tariffs on Chinese goods
04/05/2019|Why crude oil has entered uncharted territory
03/05/2019|Iran's oil exports to slide in May, but not to zero: Sources
03/05/2019|Crude oil futures fall on weak overseas cues
03/05/2019|Oil falls on surging US output, set for second week of declines
02/05/2019|Oil dips as US output hits record, but global markets remain tight
01/05/2019|Crude oil futures up on domestic cues
01/05/2019|Oil pares gains as fears ease on Venezuelan exports
30/04/2019|How Russia contaminated $2.7 billion of oil exports to Europe
30/04/2019|OPEC supply squeeze seen supporting higher oil prices: Reuters poll
30/04/2019|Crude oil prices up 0.93% on positive cues
30/04/2019|Oil dips as rising OPEC, US output seen making up for Iran sanctions shortfall
29/04/2019|Crude oil futures soften 4.81% on weak global cues
29/04/2019|Oil falls after Trump urges greater OPEC output to replace Iranian oil
28/04/2019|'Crude oil prices likely to correct towards $60/barrel'
28/04/2019|Oil, rupee, Q4 earnings to drive markets in holiday-shortened week ahead: Analysts
27/04/2019|US to end all waivers on imports of Iranian oil and its impact on India
26/04/2019|Crude oil futures fall by Rs 70 amid weak trend overseas
26/04/2019|Crude oil prices to trade sideways to lower: Angel Commodities
26/04/2019|Oil dips on hope OPEC will raise output, but market remains tense
26/04/2019|Oil prices ease on expectation that OPEC will raise output
25/04/2019|Brent oil hits $75 for first time in 2019 as Russian exports cut
25/04/2019|Crude oil futures up on global cues
25/04/2019|US may offer oil and gas to India on concessional terms: Report
25/04/2019|Oil prices fall as soaring US supply offsets tighter Iran sanctions
24/04/2019|No immediate plan to raise oil output after Iran waivers end: Saudi Arabia
24/04/2019|Crude oil futures fall on weak global cues
24/04/2019|Oil dips on well supplied markets despite tighter Iran sanctions
23/04/2019|Oil hits highest since November as US tightens Iran sanctions
23/04/2019|Crude oil futures up on global cues
23/04/2019|Oil prices hover near 2019 highs after US ends all Iran sanction waivers
22/04/2019|Iraq 'ready' to boost crude exports after Iran waivers end
22/04/2019|Donald Trump: Saudi Arabia will 'make up' for oil supply after new Iran sanctions
22/04/2019|Gold recovers from four-month low, tracks oil price rally
22/04/2019|India hopes US will allow allies to buy some Iranian oil: Sources
22/04/2019|Crude oil futures rise 3% on strong global cues
22/04/2019|Gold rebounds from near four-month low, oil rally lends support
22/04/2019|Oil prices jump more than 2% as US set to end Iran import sanction waivers
19/04/2019|'Crude prices to hold firm in future as supply tightens'
18/04/2019|Crude oil futures fall 0.52%
18/04/2019|Oil prices extend losses despite surprise drop in US inventories
17/04/2019|Oil hits 2019 high above $72 on China growth, lower US inventories
17/04/2019|Indian refiners turn to OPEC, Mexico, US to make up Iran oil gap
17/04/2019|Oil prices rise for a second day on China demand, US stockpile drop
17/04/2019|Oil prices rise for a second day on China demand, US stockpile drop
16/04/2019|Iran's oil exports hit new 2019 low so far in April: Sources
16/04/2019|Crude oil prices fall on subdued global cues
16/04/2019|Oil extends losses into second session; Russia, OPEC output in focus
15/04/2019|Crude oil futures fall on weak global cues
15/04/2019|'Gold to fall further as rupee may recover, crude to consolidate'
15/04/2019|Oil dips, supply issues in focus
13/04/2019|Oil rises 1% on tightening crude supply, upbeat economic data
12/04/2019|India's 2018/19 Iran oil imports up 5% despite US sanctions: Sources
12/04/2019|Crude oil futures up on positive global cues
12/04/2019|Oil prices firm amid OPEC supply cuts, US sanctions on Iran and Venezuela
11/04/2019|OPEC could raise oil output if prices increase, shortages mount: sources
11/04/2019|Crude oil futures fall on weak global cues
11/04/2019|Will Indian companies face higher crude oil costs?
11/04/2019|Oil prices dip on surging US crude stockpiles
10/04/2019|Crude oil futures rise 0.07% on global cues
10/04/2019|Oil rises amid OPEC supply cuts, US sanctions
09/04/2019|Crude oil futures up 0.27% on firm domestic demand
09/04/2019|Crude Oil prices are expected to trade higher today: Angel Commodities
09/04/2019|Oil slips from 5-month highs as economic worries counter tight market
08/04/2019|Russia signals OPEC and allies could raise oil output from June
08/04/2019|Saudi Arabia says no change to policy of trading oil in dollars
