06/11/2019|Brazil’s blockbuster oil auction falls flat
06/11/2019|Rosneft returns to growth after Russia-Europe pipeline closure
05/11/2019|Chesapeake Energy raises doubt over its ability to survive
05/11/2019|Brazil prepares for deep-sea oil auction bonanza
05/11/2019|US shale to swamp Opec supplies over next five years
05/11/2019|How climate change will reshape geopolitics
05/11/2019|Occidental to cut capital spending to pay down debt
04/11/2019|Wall St banks give Saudi Aramco vast valuation range
04/11/2019|Halt to UK fracking is a step to a greener future
04/11/2019|UK fracking: shale tale Premium
04/11/2019|Adnoc targets regional benchmark for Murban oil
04/11/2019|Fracking companies’ shares slide following UK government halt
03/11/2019|Fracking ban: electioneering or geology?
03/11/2019|Saudi Aramco launches long-awaited IPO
03/11/2019|Saudi Aramco sweetens IPO terms to win over investors
02/11/2019|Fracking U-turn highlights risk of politicising energy 
02/11/2019|UK halts fracking after report fuels earthquake fears
01/11/2019|Brazil pinpoints Greek tanker in probe of huge oil leak
01/11/2019|Oil prices jump more than 3 per cent on trade deal optimism
01/11/2019|ExxonMobil warns a US fracking ban would lift oil price
01/11/2019|Saudi Arabia cuts spending and puts faith in reform
31/10/2019|Canadian oil producer Encana decamps for the US
31/10/2019|Shell warns economic weakness threatens investor payouts
30/10/2019|Former Unaoil executives plead guilty to bribery
30/10/2019|Denmark gives green light to Russia-Germany gas link
30/10/2019|Norway’s oil fund head Yngve Slyngstad quits
30/10/2019|Total profits hit by low prices even as production soars
29/10/2019|BP: incoming Premium
29/10/2019|Russia’s Rosneft accuses US officials of ‘hypocrisy’ over Venezuela
29/10/2019|Saudi Aramco to launch its IPO on November 3
29/10/2019|BP hit by steep drop in third-quarter earnings
29/10/2019|Why the Atlantic region is key to Colombia’s energy
29/10/2019|Energy majors eye swifter shift to green
28/10/2019|China pulls back on tough ethanol content standards
28/10/2019|Riyadh struggles to close huge Saudi Aramco valuation gap
28/10/2019|Pemex reports fourth straight quarterly loss as oil output rises
28/10/2019|Sasol’s joint chief executives depart over $13bn project debacle
28/10/2019|IMF revises down economic outlook in Gulf states
28/10/2019|Energy transition needs more than private sector
25/10/2019|Trudeau’s win sparks ‘Wexit’ talk in Canada’s west
25/10/2019|US gives Venezuela’s opposition a reprieve on Citgo
24/10/2019|Russia’s Rosneft switches all export contracts to euros
24/10/2019|Equinor hit by lower natural gas prices and output
24/10/2019|Investors starve US shale drillers of capital
23/10/2019|Russia looks to translate Gulf’s warm welcome to cold cash
23/10/2019|US claims Rosneft ‘central’ to survival of Venezuela’s Maduro
23/10/2019|Ex-BP chief says energy groups need to speed up transitions
22/10/2019|Protecting England’s fracking sites cost police £13m
22/10/2019|Exxon and New York begin climate change court fight
22/10/2019|Emissions rule jacks up premium for cleaner fuel
22/10/2019|Russian LNG company spared US sanctions on tankers
21/10/2019|US gives Chevron another three months in Venezuela
21/10/2019|Halliburton to keep cutting costs in N America as shale boom cools
21/10/2019|Oil tanker rates to stay high until year-end, says Euronav
21/10/2019|Creditors and politicians spar over Venezuela’s oil jewel Citgo
21/10/2019|With Opec powerless, market dictates oil price
18/10/2019|Schlumberger: that sinking feeling Premium
18/10/2019|Schlumberger swings to third-quarter loss on $12.7bn pre-tax charge
18/10/2019|Saudi Aramco survivor navigates choppy IPO waters
18/10/2019|Saudi Aramco IPO lures dealmakers to kingdom
18/10/2019|Oil services providers eye low-carbon transformation
17/10/2019|Saudi Aramco delays planned launch of long-awaited IPO
17/10/2019|Gunvor pays almost $100m to settle Africa corruption case
16/10/2019|Clock ticks on US carbon capture projects
15/10/2019|Trump administration biofuels policy angers US farmers
15/10/2019|Abu Dhabi sovereign fund sells stake in Medgaz gas pipeline
15/10/2019|European Investment Bank postpones natural gas lending decision
14/10/2019|Elizabeth Warren’s frac attack
14/10/2019|Saudi Arabia expected to sign off on long-awaited IPO this week
14/10/2019|Neste Oil/renewable fuels: deep fat flyer Premium
14/10/2019|Total buys 37% of India’s Adani gas distribution business
14/10/2019|Neptune Energy strikes $250m deal for Edison’s North Sea assets
14/10/2019|Gunvor has learnt lessons from corruption case, says chief
14/10/2019|Heed the warning of unsustainable climate trends
13/10/2019|Iran: hardliners’ anti-graft drive masks wider goals
13/10/2019|Russia looks at alternatives to dollar for energy sales
13/10/2019|New king of the North Sea takes on Total and BP
11/10/2019|Riyadh holds talks with Houthis to break Yemen deadlock
11/10/2019|Iran says tanker hit by missiles off Saudi Arabia coast
11/10/2019|BP faces up to $3bn impairment charge after sale of US assets
10/10/2019|National Grid warns on gas supply in no-deal Brexit
10/10/2019|Supertanker rates jump after big capacity squeeze
10/10/2019|Saudi Arabia loses $2bn of output after attack on oil infrastructure
09/10/2019|Top energy traders bet on further falls for crude
09/10/2019|US accuses Iran of lying about oil delivery to Syria 
09/10/2019|BP chief says targeting gas could hurt efforts to lower carbon emissions
09/10/2019|Big Oil should rebel against its customers
08/10/2019|Norway oil fund to publish all voting plans
08/10/2019|Trump ethanol plan fails to cheer biofuel markets
08/10/2019|Enduring oil weakness raises prospect of Saudi-led output cuts
07/10/2019|Norway/oil: this class is greener Premium
07/10/2019|Eni chief says oil majors cannot ease emissions crisis alone
06/10/2019|BP’s Looney takes oil major into energy transition
06/10/2019|Blow for Iran as Chinese oil group pulls out of flagship gas field project
04/10/2019|Trump placates swing state farmers with biofuels shift
04/10/2019|BP: Greta expectations  Premium
04/10/2019|BP chief executive Bob Dudley to step down 
03/10/2019|Linde invests in UK hydrogen machine manufacturer
03/10/2019|Saudi Arabia says oil production restored to pre-attack levels
03/10/2019|Mexico: López Obrador makes a big bet on oil
02/10/2019|UK energy regulator Ofgem appoints new chief
02/10/2019|RSC brings curtain down on BP sponsorship
02/10/2019|Going head to head over electric vehicles
01/10/2019|Russia gas plant faces threat from US-China trade wars
01/10/2019|Impeachment, Europe housing heat, WeWork freezes
30/09/2019|Saudi Aramco plans $75bn dividend in IPO push
30/09/2019|Fitch cuts Saudi Arabia debt rating after attacks on oil facilities
30/09/2019|North American oil and gas small-caps look to London
30/09/2019|FTSE Russell scraps ‘non-renewable energy’ label
30/09/2019|This energy plan could have a dramatic impact
30/09/2019|Mohammed bin Salman warns of skyrocketing oil prices
29/09/2019|Ukraine gas company feels heat of US impeachment probe
28/09/2019|Saudi strikes and spiking oil price raise spectre of ‘black swan’
27/09/2019|Seized British tanker leaves Iran and heads for Dubai
27/09/2019|Royal Dutch Shell searches for a purpose beyond oil
27/09/2019|‘Stranded workers’ risk being casualties of environmental push
26/09/2019|Nigeria granted stay of execution in $9.6bn court battle
26/09/2019|ExxonMobil sells Norway assets to Var for $4.5bn
26/09/2019|Why would Iran attack Saudi Aramco's oil facilities?
26/09/2019|Nigeria’s government in UK court to overturn $9.6bn fine
25/09/2019|US blacklists Chinese companies for shipping Iran oil
25/09/2019|Trump’s ‘maximum pressure’ campaign against Iran has backfired
25/09/2019|Saudi oil output bounces back after attacks
25/09/2019|Mitsubishi ex-trader denies making unauthorised oil trades
24/09/2019|French oil major Total to accelerate dividend growth
24/09/2019|Oil industry refuses to back away from fossil fuels
23/09/2019|Iran to release UK tanker seized in Strait of Hormuz
23/09/2019|Iran says Trump has ‘closed the door’ to talks
22/09/2019|Vietnam power crunch threatens future economy
22/09/2019|Mexico’s budget is a missed opportunity
22/09/2019|Vitol emerges as big winner from volatile energy markets
22/09/2019|Will stress in the repo market abate?
20/09/2019|Saudi pressure on families complicates Aramco IPO
20/09/2019|Why Saudi attacks changed the calculations on regional security
20/09/2019|The Saudi oil attack
20/09/2019|Saudi Aramco IPO: squeeze wheeze Premium
20/09/2019|Brent crude continues its rocky ride
20/09/2019|Saudi Arabia ‘bullies’ wealthy families to pump cash into oil IPO
19/09/2019|Eni chief calls on leaders to defuse Middle East tensions
18/09/2019|Officials work to convince world Saudi Aramco still a good bet
18/09/2019|Saudi Arabia seeks to reassure on oil supplies after attack
18/09/2019|Asia looks to diversify after attacks on Saudi oil production
17/09/2019|Vitol forms gas trading venture with Mozambique
17/09/2019|Oil tumbles on reports of near-term restoration of Saudi output
17/09/2019|Awaiting a hawkish delivery Premium
17/09/2019|US airlines: hedge hopping Premium
17/09/2019|When Donald Trump discovered the real Middle East
17/09/2019|Lookout, there’s a dollar crunch!
17/09/2019|Russian oil producer Rosneft explores increasing supply to India
17/09/2019|Middle East tech shines in tough neighbourhood
17/09/2019|Saudi attack comes at ill-favoured moment for global economy
16/09/2019|US stocks drop, havens rally after attack on Saudi oil facilities
16/09/2019|A fluid and crude awakening Premium
16/09/2019|Oil price spikes as fears mount over Saudi disruption
16/09/2019|Trump and Europe face Iran dilemma after oil attack
16/09/2019|Iran has embarked on a dangerous provocation
16/09/2019|Saudi attack exposes world economy’s ‘Achilles heel’
16/09/2019|Saudi crisis, volatile leaders and the risk of escalation
16/09/2019|Jump in crude prices ricochets across global markets — live
16/09/2019|After Saudi oil attacks, US and Iran need to de-escalate \| Opinion
16/09/2019|Saudi attacks: keep an eye on the lira
16/09/2019|Saudi oil attack/Aramco: drone prone Premium
16/09/2019|Forget trade war, a 20% move implies real war
16/09/2019|Fed wrestles with trade war and Saudi oil uncertainty
16/09/2019|Saudi oil attack, China M&A, GM strike
16/09/2019|Asia oil stocks rise after Saudi attack, currencies fall
15/09/2019|Saudi Arabia faces weeks without full oil production
15/09/2019|Attack on Saudi oil fuels Iran tensions
15/09/2019|Saudis ill-prepared to handle oil attack disruption
15/09/2019|Gas is ‘not a low-carbon fuel’, UK watchdog rules
15/09/2019|Attacks imperil Saudi image as reliable oil supplier
15/09/2019|Uganda’s oil ambitions delayed as deals stall
15/09/2019|Will the Federal Reserve follow the ECB’s lead?
14/09/2019|US blames Iran for attacks on Saudi oil plants
12/09/2019|Green protesters block busy Houston oil port
12/09/2019|IEA warns Opec it faces huge oil surplus in 2020
12/09/2019|Mexico raids the piggy bank to prop up Pemex
11/09/2019|Texas oil tycoon T. Boone Pickens dies at 91
11/09/2019|Fitch says Pemex downgrade risk still on the table
11/09/2019|Oil drops sharply after report says Trump discussed easing Iran sanctions
11/09/2019|Mexico to inject another $5bn into state oil group Pemex
10/09/2019|Shake-up at the heart of the Saudi oil industry
10/09/2019|ECJ limits Gazprom’s use of crucial gas link
10/09/2019|Oil prices fall after Trump fires national security adviser Bolton
10/09/2019|Cairn/climate change: tilting to windmills Premium
10/09/2019|Saudi Aramco chief says IPO to happen ‘very soon’
10/09/2019|Cairn raises output guidance after improvements at ‘Kraken’ field
10/09/2019|Local bourse set for boost from index upgrade and oil sell-offs
10/09/2019|Kuwait plans for future after oil with mega-projects
10/09/2019|Economic reforms face domestic opposition
10/09/2019|Kuwait’s action on green energy fails to match best intentions
10/09/2019|Investing in Kuwait
09/09/2019|How Saudi oil minister fell from grace
09/09/2019|Saudi Arabia signals oil production cuts will stay
09/09/2019|Number of investors dumping fossil fuel stocks rises
09/09/2019|Oil prices nudge higher after Saudi energy minister replaced
09/09/2019|National Grid and NY governor tussle over energy supplies
09/09/2019|Saudi oil shake-up to spark unease in energy market
06/09/2019|ExxonMobil in talks to sell final Norwegian oil assets
06/09/2019|ExxonMobil enters exclusive talks on Norwegian North Sea assets sale
06/09/2019|Redburn says Big Oil no longer a ‘buy’ as peak demand looms
05/09/2019|Equinor announces $5bn share buyback
04/09/2019|Oil prices jump 4 per cent on strong economic data
04/09/2019|Iran to free 7 crew members from seized British-flagged tanker
04/09/2019|India and Russia tie up energy and defence deals
04/09/2019|Weakened Saudi energy minister must answer to audience of one
03/09/2019|The Aramco reshuffle shows the rise of Saudi wealth fund
03/09/2019|Twin-track for oil producers will shake up Iran and Iraq
03/09/2019|Oil veteran Gary Ross lifts lid on the art of price forecasts
02/09/2019|Saudi Arabia replaces Aramco chairman with MBS ally
02/09/2019|Amur gas deal set to boost China-Russia links
30/08/2019|Saudi Arabia forms new ministry of industry
30/08/2019|We’ll miss PPI, a form of QE for the masses
29/08/2019|Gazprom profits hit by record low prices and increased supply
29/08/2019|Trump moves to reverse methane emission limits
29/08/2019|Tullow scraps $900m Ugandan stake sale to Total and Cnooc
29/08/2019|Mexico set to allow state group to resume private oil ventures
29/08/2019|Big Oil venture funds target green investments
29/08/2019|Greenland’s ambitions tied to its mineral bounty
28/08/2019|Petrofac/oil services: the beta team Premium
28/08/2019|US energy investors are experiencing crisis of faith
28/08/2019|Fracking struggles to shake off fears of more tremors
27/08/2019|BP to sell Alaska operations to Hilcorp for $5.6bn
27/08/2019|Oil tanker operator Frontline looks to ride surge in demand
27/08/2019|Mexico reaches deal to settle pipeline dispute
26/08/2019|Third and largest tremor hits Cuadrilla fracking site
26/08/2019|Orsted pursues green goals in Asia and North America
25/08/2019|Cuadrilla records largest tremor at Lancashire site
23/08/2019|Oil slides as China hits US with new tariffs
23/08/2019|US accuses China of ‘coercion’ over Vietnam offshore oil
22/08/2019|Shell enters Australia power market with $418m deal
22/08/2019|Cuadrilla suspends Lancashire fracking after biggest tremor yet
22/08/2019|Premier Oil to sell stake in Mexico project amid cost-cutting drive
21/08/2019|UK to halve emergency petroleum stocks after Brexit
21/08/2019|Rosneft profit hit by Russia-Europe pipeline shutdown
21/08/2019|Australia to join US-led naval coalition in the Gulf
21/08/2019|Goldman claws its way into contention for Saudi Aramco IPO
20/08/2019|Saudi Aramco's oil deal with India's Reliance Industries
19/08/2019|Falling prices have a silver lining for oil majors
18/08/2019|Gibraltar rejects US legal bid to seize Iranian tanker
16/08/2019|London court opens way to start $9bn clawback against Nigeria
16/08/2019|Mukesh Ambani: Asia’s wealthiest man bags a rich prize
15/08/2019|Seismic curbs on fracking set for review
15/08/2019|Norway’s central bank set to decide on policy path amid oil drop
15/08/2019|Gibraltar to rule on detention of Iran tanker
14/08/2019|Oil slips below $59 amid economic worries
14/08/2019|Saudi Arabia needs more Opec production cuts, and soon
13/08/2019|Brent crude climbs above $60 a barrel on tariff delay
13/08/2019|Saudi Aramco deepens Indian ties with Reliance partnership
12/08/2019|Saudi Aramco to buy 20% of Reliance’s oil refining unit
12/08/2019|Reliance Industries/Saudi Aramco: good chemistry Premium
12/08/2019|Tullow Oil’s shares rise 17% after discovery in Guyana
12/08/2019|Saudi Aramco earnings slip on lower oil prices
11/08/2019|Maracaibo: portrait of a shattered Venezuelan city
11/08/2019|What next for the renminbi’s trajectory?
10/08/2019|SSE in talks with Ovo over sale of UK energy business
09/08/2019|IEA cuts oil demand forecast as ‘economic woes’ trump geopolitics
09/08/2019|British ship guards pulled from Gulf over Iran fears
08/08/2019|Rosneft last major petrol supplier to Venezuela
08/08/2019|Pemex bonds pique investors’ interest but doubts remain
07/08/2019|Crude prices sink to 7-month low as outlook for demand darkens
06/08/2019|Investors flock to Occidental jumbo-bond sale
06/08/2019|Argentina seeks to replicate success of US shale boom
06/08/2019|Mozambique peace pact boosts chance of unlocking gas riches
06/08/2019|BP extends partnership with Ambani’s Reliance Industries in India
05/08/2019|Brent on cusp of bear market after sinking below $60
05/08/2019|UK shale gas group Cuadrilla seeks more fracking time
05/08/2019|Iran to launch legal action over seized UK tanker
05/08/2019|US shootings, Iranian oil and China, retail jobs
05/08/2019|US identifies Chinese tankers carrying Iranian oil
05/08/2019|US oil supplies face off against demand weakness
04/08/2019|Renewables are good money, not just good for the earth
02/08/2019|Exxon and Chevron’s production boosted by US shale heartland
02/08/2019|Investor disdain for fossil-fuel producers creates takeover bargains
02/08/2019|Oil prices rise in Asian trading following brutal sell-off overnight
02/08/2019|Negative gas prices are set to stay in an industry based on faith
02/08/2019|Bet on battered LNG market to bounce off the ropes
02/08/2019|Brazil’s Petrobras sees jump in second quarter profits
01/08/2019|Oil prices plunge on new trade war fears
01/08/2019|Royal Dutch Shell’s profits plunge by a quarter
01/08/2019|Spanish plan to cut utility returns criticised
31/07/2019|Occidental forms new joint venture in Permian shale
31/07/2019|US Senate committee backs Nord Stream 2 sanctions
31/07/2019|Vitol to buy stake in downstream company in Brazil
31/07/2019|Texas land trust settles with activist investors
31/07/2019|Oil extends rally as US crude stockpiles hit 8-month low
31/07/2019|Oil price swings won’t cause stocks to slide
31/07/2019|Conn’s strategy given cold shoulder by Centrica investors
30/07/2019|Centrica’s strategy struggle left Conn in too deep
30/07/2019|Centrica boss Conn to step down after slashing dividend
30/07/2019|Centrica: the gas man goeth Premium
30/07/2019|Singapore’s GIC invests in $5bn Abu Dhabi pipeline unit
30/07/2019|BP boosted by increased output despite lower oil prices
30/07/2019|Hydrogen could help decarbonise the global economy
28/07/2019|Investors plot their own extinction rebellion
28/07/2019|Danish delay threatens Nord Stream 2 progress
26/07/2019|US grants Chevron a brief reprieve on Venezuela operations
26/07/2019|Warren Buffett investment raises hope for LCF bondholders
26/07/2019|Pemex hails stabilisation of oil production as net loss narrows
26/07/2019|Eni profits hit by weaker oil and gas prices
25/07/2019|Equinor earnings knocked by lower oil liquids output
25/07/2019|Total to sell $5bn of assets to protect against low oil prices
25/07/2019|Forecasters flummoxed by oil price drivers
24/07/2019|Profits at Russia’s Novatek soar on LNG sale
24/07/2019|Caterpillar hit by deceleration of US shale boom
24/07/2019|Tullow cuts oil production guidance again on Ghana well issues
23/07/2019|Icahn/Occidental: Sage rage Premium
23/07/2019|China condemns US sanctions over Iran crude oil
23/07/2019|The dangers of oil companies that are ‘too big to fail’
22/07/2019|BHP aims to cut customers’ carbon emissions
22/07/2019|Halliburton’s international unit shines as North America sputters
22/07/2019|Oil tankers/Iran: dire straits Premium
22/07/2019|Maurel & Prom makes approach for Amerisur Resources
21/07/2019|Shipping grapples with threat in Strait of Hormuz
20/07/2019|UK warns Iran is on ‘dangerous path’ after tanker seizure 
20/07/2019|UK dilemma on Iran is part of a larger conflict
20/07/2019|Iran seizes two UK-linked tankers in Strait of Hormuz
19/07/2019|Oil prices spike after Iran seizes two tankers
19/07/2019|Former Unaoil executive pleads guilty to corruption
19/07/2019|Schlumberger appoints Olivier Le Peuch CEO
18/07/2019|Iran’s Revolutionary Guards seize foreign vessel
18/07/2019|Pemex/Mexico: slick solution needed Premium
18/07/2019|Investors baulk at Mexican plan to revive Pemex
17/07/2019|Energy/defaults: Catch 22 Premium
17/07/2019|Oil stocks slide on weaker crude price
17/07/2019|Premier Oil cuts forecast for operating costs as production jumps
17/07/2019|Oil tankers risk becoming ‘stranded asset’
16/07/2019|Oil slides amid prospect of easing Middle East tensions
16/07/2019|Turkey vows to continue drilling for gas despite EU sanctions
16/07/2019|Pipelines dispute adds to Mexico investment fears
15/07/2019|The climate change lobby needs a business strategy
15/07/2019|Investors must look hard at the future of plastics 
14/07/2019|Trafigura ends use of middlemen after corruption probes
14/07/2019|Politicians must take practical action on climate change
12/07/2019|Pinn’s illustration of the week: The Gulf
11/07/2019|UK warship stops Iranian attempt to ‘impede’ BP tanker
11/07/2019|BP/Iran: tanker flanker Premium
11/07/2019|Cuadrilla in race to frack second well to beat deadline
11/07/2019|US will keep policing Gulf despite Trump’s protests
10/07/2019|BP says Senegal conducting ‘investigations’ into gas deal
10/07/2019|Oil extends gains after larger than expected drop in US crude stocks
10/07/2019|Vanguard ‘green’ fund invests in oil and gas-related stocks
10/07/2019|Rouhani says UK will face ‘consequences’ for seizing tanker
10/07/2019|Total sells pool of North Sea oil assets for $635m
10/07/2019|Oil rises on US inventory drawdown and geopolitical tensions
09/07/2019|Saudi Aramco awards $18bn in contracts for oilfield expansion
09/07/2019|Can João Lourenço cure Angola of its crony capitalism?
09/07/2019|Asset manager Sarasin cuts Shell stake
08/07/2019|Producers join hunt for ‘cleaner barrels’
08/07/2019|Shell balances conflicting shareholder demands
08/07/2019|A ‘coalition of the willing’ is needed on carbon
08/07/2019|Rethinking Energy
08/07/2019|Oil and gas groups under pressure to plug leaks
08/07/2019|The weakness of Opec+ is evident
07/07/2019|Worries mount over human cost of US sanctions on Venezuela
05/07/2019|Supertanker seizure triggers fresh stand-off between Iran and west
04/07/2019|Britain seizes tanker suspected of carrying oil to Syria
04/07/2019|Energean/Edison E&P: green with envy Premium
04/07/2019|Oil tanker bound for Syria seized in Gibraltar
04/07/2019|Energean to buy Edison’s oil and gas business in $750m deal
03/07/2019|National Trust to end all fossil fuel investment
03/07/2019|‘Oil’ and ‘gas’ become dirty words in FTSE rebranding
03/07/2019|EU’s palm oil energy use soars despite green threat
02/07/2019|Oil prices sink to two-week low as focus turns to demand
02/07/2019|Eni starts oil production in Mexico
02/07/2019|Opec is stuck in a cycle it cannot get out of
02/07/2019|US accuses businessmen of bribery in connection with Petroecuador
01/07/2019|Russia fully resumes crude flow via main pipeline to Europe
01/07/2019|Opec: groupsink Premium
01/07/2019|Oil climbs with Opec set to extend production cuts
01/07/2019|Iran warns Opec ‘might die’ due to Russia-Saudi domination
01/07/2019|Iran says will not block Opec+ deal but warns of death of cartel
30/06/2019|The week in energy: China’s coal-fired outreach
30/06/2019|US energy independence could prove to be an illusion
29/06/2019|Russia and Saudi agree to extend oil production deal
28/06/2019|Somalia reaches deal over oil blocks with Shell and Exxon
28/06/2019|Investors look to Argentina’s oil sector
28/06/2019|Argentina delivers first exports from Vaca Muerta deposit
27/06/2019|Largest US east coast oil refinery for sale after blasts
27/06/2019|Premier Oil raises resource estimate for Mexican Zama field
26/06/2019|China defies US sanctions by tapping Iran oil supplies
26/06/2019|Oil rises as US inventories dip and exports hit record high
26/06/2019|Norway’s Dolphin Drilling files for bankruptcy
26/06/2019|Traders fear ‘avalanche’ of Pemex bond sales Premium
26/06/2019|Angola looks to pump up oil output to drive economy
25/06/2019|Oil and gas services group settles bribery case with DoJ
25/06/2019|Oil and gas billionaire heiress acquires Texas Monthly magazine
25/06/2019|Petrofac: well grounded Premium
25/06/2019|ICE muscles into New York harbour heating oil futures
25/06/2019|Senegal president’s brother resigns over gas deal allegations
25/06/2019|Petrofac failed to win work in Saudi Arabia and Iraq after SFO probe
25/06/2019|Saudi Arabia puts off day of reckoning on oil output
24/06/2019|Trump hits Iran with new sanctions
24/06/2019|A clean Europe in a dirty world
24/06/2019|Norway wealth fund ‘crazy’ to offload oil groups
22/06/2019|The oil chokepoint
21/06/2019|US gasoline prices rise after blasts at Philadelphia refinery
21/06/2019|Oil shifts higher on Middle East tension and US refinery fire
21/06/2019|Controversial Dakota Access pipeline boosts oil production
20/06/2019|Oil jumps after Iran shoots down US drone
20/06/2019|Saudi Aramco battles oil ministry over company funds
19/06/2019|Iraqi workers injured after rocket hits Basra site of oil majors
19/06/2019|Canada approves construction of Trans Mountain pipeline
18/06/2019|Oil gets lift from trade talks, rate cut hopes
18/06/2019|Russia defies pipeline threats over gas for Europe
17/06/2019|Gulbenkian Foundation sells energy holding to Thailand’s PTTEP for $622m
17/06/2019|Reabold Resources surges on gasfield discovery
17/06/2019|Adnoc teams up with OCI to create fertiliser powerhouse
17/06/2019|World’s top 500 companies set to miss Paris climate goals
17/06/2019|Iran could destabilise new normal in oil prices
15/06/2019|Saudi Arabia urges action to protect energy supplies
14/06/2019|Trump blames Iran for oil tanker attacks
14/06/2019|Gulf of Oman tanker attacks - what we know
14/06/2019|How markets have reacted to Gulf of Oman tanker attacks
14/06/2019|US-led ramp up in oil output undermining Opec cuts — IEA
14/06/2019|Has Teneo been playing the oil field? Premium
14/06/2019|Oil tanker companies spooked by Gulf attacks
14/06/2019|Oil surge, Russia’s EU meddling, Boris leads
13/06/2019|US blames Iran for Gulf of Oman tanker attack
13/06/2019|Tanker attacks dash faint hopes of US-Iran tension easing
13/06/2019|Tankers on fire after attack in the Gulf 
13/06/2019|Opec cuts 2019 oil demand growth forecast
13/06/2019|Crude oil rallies 3% after Gulf tanker incident
13/06/2019|Opec must confront an unpalatable reality
12/06/2019|Oil slides on US stockpile build and demand fears
12/06/2019|The UK’s net-zero target: what are the challenges?
12/06/2019|Glencore puts Chad oil business up for sale
12/06/2019|Poland’s PGNiG strikes another US LNG deal
11/06/2019|US petrol prices to cool off for summer after oil rout
11/06/2019|Extreme weather sends energy demand to 9-year high
11/06/2019|Trafigura profit rebounds as restructuring begins to pay off
11/06/2019|Total starts production at $4bn North Sea gasfield
10/06/2019|Morgan Stanley sells out of oil tanker business Heidmar
09/06/2019|UK government accused of hypocrisy over emissions 
09/06/2019|Saudi business feels ‘pain’ of crown prince’s reforms
09/06/2019|Oil majors gear up for wave of climate change liability lawsuits
07/06/2019|Energy trader Gunvor bounces back from first annual loss
07/06/2019|Russia fights to allay fears over pipeline contamination
07/06/2019|‘State actor’ behind oil tanker attacks, UAE tells UN
06/06/2019|Pemex downgraded to junk by Fitch
06/06/2019|Vitol/oil traders: a gush, by gosh Premium
06/06/2019|Top oil trader perplexed by ‘complicated’ market
06/06/2019|Vitol emerges as $600m winner from volatile oil market
05/06/2019|US crude oil falls into bear market
05/06/2019|Saipem wins $6bn contract for Mozambique LNG construction
05/06/2019|Hurricane Energy produces first oil from new type of field
04/06/2019|Cash boost primes Shell for more spending
04/06/2019|How hydrogen can offer a clean energy future
03/06/2019|Australia risks status as a natural gas superpower
03/06/2019|Gazprom becomes Russia’s most valuable company
03/06/2019|Glencore oil chief Alex Beard to retire
03/06/2019|Ineos to build Saudi plants in $2bn investment
03/06/2019|Is China about to change the global oil trade?
01/06/2019|The nuclear threat
31/05/2019|Tumbling spot oil price does not tell full story, say traders
31/05/2019|Shale storm: It’s Buffett v Icahn in Oxy takeover fight Premium
